Body,labels
Home so we can always chat,Personal
K:)k:)good:)study well.,Personal
Yup... How _ noe leh...,Personal
Sounds great! Are you home now?,Personal
Finally the match heading towards draw as your prediction.,Personal
Tired. I haven't slept well the past few nights.,Personal
Easy ah?sen got selected means its good..,Personal
I have to take exam with march 3,Personal
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,Personal
Ok no prob. Take ur time.,Personal
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Personal
"Sorry, I'll call later",Personal
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,Personal
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY ?1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam
Would really appreciate if you call me. Just need someone to talk to.,Personal
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam
Hey company elama po mudyadhu.,Personal
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",Personal
Dear good morning now only i am up,Personal
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,Personal
Dear we are going to our rubber place,Personal
"Sorry battery died, yeah I'm here",Personal
Yes:)here tv is always available in work place..,Personal
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam
I have printed it oh. So  &lt;#&gt;  come upstairs,Personal
Or ill be a little closer like at the bus stop on the same street,Personal
Where are you?when wil you reach here?,Personal
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",Personal
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
Tomarrow final hearing on my laptop case so i cant.,Personal
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,Personal
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",Personal
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",Personal
"Dear Customer, You have 4 missed calls from +919889606087 . The last missed call was at 09:36 PM on 28-Aug-2017 . Thankyou, Team Jio.  ",service
"Dear Customer, You have a missed call from +919889606087 . The last missed call was at 09:43 AM on 18-Jul-2017 . Thankyou, Team Jio.  ",service
Mubarak ho! Aapke recharge ho gaya hai. Aap ke paas RC349 - 28GB+Unltd Calling-28din ka offer bhi hai. Adhik Jaankari ke liye *121# ya 121 dial kare  ,service
"Dear Customer, You have 2 missed calls from +919889606087 . The last missed call was at 09:26 PM on 08-Apr-2017 . Thankyou, Team Jio.  ",service
Aapko mila hai free 50 MB internet pack 7 din ke liye.Apne best offer janne ke liye call karain *121#  ,service
Worry FREE Voice & Data usage option for you! Get unlimited Local + STD calls and 1GB/day for 28 days + 1 year price protection. Recharge with Rs.352 now.  ,service
"Airtel Prepaid Dhamaka! RC351=Unlimited Calls+ DATA 28GB-28din(Naye Grahak),RC345(Airtel Grahak par). RC16=25p/min sabhi L+S Call sirf AIRTEL ke saath. T&C.  ",service
"Airtel Prepaid Dhamaka! RC351=Unlimited Calls+ DATA 28GB-28din(Naye Grahak),RC345(Airtel Grahak par). RC16=25p/min sabhi L+S Call sirf AIRTEL ke saath. T&C.  ",service
"Dear Customer, You have 2 missed calls from +917982831103 . The last missed call was at 06:27 PM on 18-Feb-2017 . Thankyou, Team Jio.  ",service
"Dear Customer, You have 3 missed calls from +917982831103 . The last missed call was at 12:36 PM on 18-Feb-2017 . Thankyou, Team Jio.  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You have 2 missed calls from +917982831103 . The last missed call was at 05:11 PM on 11-Nov-2016 . Thankyou, Team Jio.  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You have a missed call from +919889606087 . The last missed call was at 06:14 PM on 08-Nov-2016 . Thankyou, Team Jio.  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You have a missed call from +919889606087 . The last missed call was at 01:49 PM on 29-Oct-2016 . Thankyou, Team Jio.  ",service
"Vodafone announces FREE ROAMING! From 30th October, no more incoming charges while roaming in India. Standard outgoing roaming charges apply. Happy Diwali!  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You have a missed call from +919889606087 . The last missed call was at 04:56 PM on 17-Oct-2016 . Thankyou, Team Jio.  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Dear Customer, You are subscribed to Jio Welcome Offer. Enjoy unlimited access to Jio services whilst roaming anywhere in India till 31-Dec-2016.  Thank you, Team Jio  ",service
"Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio  ",service
"Hi ,  Sneha this side from Coding BLOCKS , you enrolled in our Android course so this will start from 6th of June and days will be Tuesday, Thursday, and Sunday timings 10:00 to 2:00  Thank you   ",reminder
"Hi ,  Sneha this side from Coding BLOCKS , you enrolled in our Android course so this will start from 6th of June and days will be Tuesday, Thursday, and Sunday timings 10:00 to 2:00  Thank you  ",reminder
Let's video chat and text on imo! Get the free app https://n7265.app.goo.gl/pGuk  ,reminder
Ishaan D. sent you an invitation on LinkedIn. https://lnkd.in/d96KtjR  ,reminder
"Your first round of interview for T&P is scheduled at 1 pm on Tuesday 25th April''17 at T&P Cell. Be there on time and in ""Proper Uniform"".  -T&P Cell.  ",reminder
"Thank You for registering for the event ""busqueda del tesoro"" of RIBOSE.  See you tomorrow at 1pm in LT-3  and grab the opportunity to win cash prizes , coupons, exciting prizes from our sponsors.  ",reminder
The selection process for the JEB Organizing Committee is on 28/09/2016 5:00pm G-8. For Further information please check your mail.  ,reminder
E-statement Alert: You have 4800 Reward Points as on July'17 in your State Bank Rewardz A/c. Download the app goo.gl/x35EKU and sign up to earn 100 bonus points! T&C  ,bank
"Apne Idea number par chal rahe Packs, Value Added Sevaon ki jankari ke liye download karein My Idea App. Click http://onelink.to/weband ",service
"   Dear Customer,  209226 is your one time password (OTP). Please enter the OTP to proceed. Thank you, Team Jio ",service
"   Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio ",service
"   Dear Customer, You have a missed call from +917451857800 . The last missed call was at 08:30 PM on 10-Sep-2017 . Thankyou, Team Jio. ",service
"   You have used 90% of your daily 1 GB high speed internet quota on your Jio Number 8279925985 as of 09-Sep-17 22:24 Hrs . After consumption of 1 GB data, internet speed will be reduced to 128 kbps if you do not have an active data plan. To continue enjoying 4G speed, recharge now. Click https://www.jio.com/browse_plans?id=19 ",service
"    You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 8279925985 as of 09-Sep-17 05:41 Hrs. To track your balance and usage, click https://www.jio.com/fup ",service
"   This year, don't just watch Jio Kaun Banega Crorepati - KBC, play along with ""Jio KBC Play Along"". Download JioChat App http://jio.com/r/GgRTQvFM to start playing from 9pm onwards. ",service
"   Dear Customer, You have 4 missed calls from +919889606087 . The last missed call was at 09:36 PM on 28-Aug-2017 . Thankyou, Team Jio. ",service
"   Apne Idea number par kiye gaye pichle recharges, number se ki gayi calls/SMS ki jankari ke liye My Idea App download karein. Click goo.gl/EnNklD ",service
   Thank You India! Millions have pre-booked the JioPhone. We'll inform you when pre-booking resumes. Click http://jio.com/r/F2yh0qtd to Register now. ,service
"   Dear Customer, You have 2 missed calls from +911294048568 . The last missed call was at 06:08 PM on 28-Jul-2017 . Thankyou, Team Jio. ",service
"   Recharge of Rs. 399 is successful for your Jio number 8279925985.  Entitlement: Benefits of 399 Plan Free Voice, Unlimited Data (Post 1GB High Speed Data per day, speed will throttle to 128Kbps), 100SMS/day &amp; Complimentary Subscription to Jio Apps. Validity: 28+28+28days  Transaction ID: 17072104173030abacb0 To manage your account with MyJio app, click https://www.Jio.com/GetMyJio ",service
"   Dear Customer, You have a missed call from +917351301382 . The last missed call was at 09:01 PM on 12-Jul-2017 . Thankyou, Team Jio. ",service
"   Dear Customer, You have 2 missed calls from +919654374617 . The last missed call was at 10:57 PM on 13-May-2017 . Thankyou, Team Jio. ",service
"   Dear Customer, You have a missed call from +919871274730 . The last missed call was at 08:30 PM on 12-May-2017 . Thankyou, Team Jio. ",service
   Last chance to avail Jio Summer Surprise offer! Also get Rs 50 Jio Cashback Voucher on your Recharge of Rs 303 or more with JioMoney. T&C apply. bit.ly/JioMoney ,service
"   Dear Customer, You have 3 missed calls from +918650720886 . The last missed call was at 11:13 AM on 05-Apr-2017 . Thankyou, Team Jio. ",service
"   Dear Customer, You have a missed call from +918077476931 . The last missed call was at 07:59 PM on 03-Apr-2017 . Thankyou, Team Jio. ",service
   Jio Summer Surprise! Recharge Rs303+Prime(Rs99) on Jio No.8920312913 & get 3 mths of service in addition to recharge benefit. Click http://jio.com/r/InLTxg ,service
"   Dear Customer, You have a missed call from +918920994545 . The last missed call was at 01:21 AM on 01-Apr-2017 . Thankyou, Team Jio. ",service
"   Apne issi number ko Idea mai portin karke payein UNLIMITED CALLS aur DATA poore 28 din ke liye, bina kisi Joining Fees ke. Aaj hi Idea Retailer se sampark kare ",service
"   Airtel Prepaid Dhamaka! RC351=Unlimited Calls+ DATA 28GB-28din(Naye Grahak),RC345(Airtel Grahak par). RC16=25p/min sabhi L+S Call sirf AIRTEL ke saath. T&C. ",service
   Vodafone SuperNet 4G UP West mein aapka swagat hai. Ab poore Bharat mein hogi Roaming Incoming call FREE! Internet istmaal kare bina kisi extra Roaming charges ke. ,service
"   Airtel Prepaid Dhamaka! RC351=Unlimited Calls+ DATA 28GB-28din(Naye Grahak),RC345(Airtel Grahak par). RC16=25p/min sabhi L+S Call sirf AIRTEL ke saath. T&C. ",service
"   Get Reliance 4-G P0stpaid with Unlimited Local + STD Calls,3GB 4-G Data with incoming Roming free for Rs 299.Call Now 7827686202 T&C  ",service
"   Hi, Vodafone just lit up a new 4G site in your vicinity!  Get a 4G SIM now to enjoy superior internet speeds with Vodafone SuperNet, the network that launches a new site every 10 minutes! Power to You! ",service
"   Beware of fraudulent Chat, SMS & email messages asking to download applications for plan benefits extension. Refer www.jio.com or MyJio app for Jio's official announcements. Apps download from unknown sources may harm your device. ",service
   Thank you for being with Jio. Now you can spread the goodness of Jio to your friends & family. Click here to refer http://jio.com/r/Jq5LTM T&C apply ,service
"   Dear Customer, Jio Happy New Year Offer provides you unlimited national Voice & Video calling with 1GB High speed data/day. Post 1GB, your internet speed will be reduced to 128kbps for the rest of the day. Click http://www.jio.com/getmyjio to download MyJio app and check you real time data balance, usage details and recharge.  Team Jio. ",service
"   Dear Customer, You have 4 missed calls from +918419851139 . The last missed call was at 12:36 PM on 18-Feb-2017 . Thankyou, Team Jio. ",service
   Thank you for being with Jio. Now you can spread the goodness of Jio to your friends & family. Click here to refer http://www.jio.com/getmyjio T&C apply ,service
"   Dear Customer,  Welcome to Jio-Delhi. For queries or support, please call JioCare on 199 from your Jio number or on 1800-88-99999 from any number. Have a pleasant stay. Thank you, Team Jio ",service
"   Dear Customer,  378123 is your one time password (OTP). Please enter the OTP to proceed. Thank you, Team Jio ",service
"   Download MyVodafone app to make quick bill payments,best recharge options,manage VAS services & find amazing offers on the go! www.vodafone.in/mvvf1 ",service
   You've sent Rs.400 to Rishabh Vijayvargiya via PhonePe from your bank a/c. ,bank
   You've received Rs.100 from Rishabh Vijayvargiya via PhonePe into your State Bank Of India a/c. ,bank
   HDFCUPI l8ZZ0%2B5pDkwMBprMr3kT0cbpNcOy%2FDa2E1XsK3DAouA%3D ,bank
   Switch to healthy & safe way to pay. Use BHIM and live cashfree . To know more  bit.ly/2ujQmwe ,bank
   E-statement Alert: You have 4800 Reward Points as on July'17 in your State Bank Rewardz A/c. Download the app goo.gl/x35EKU and sign up to earn 100 bonus points! T&C ,bank
   606114 is your One Time Password for online purchase of Rs 60.00 at PayTm Mobile Solutio thru State Bank Debit Card ending 0016. Don't share this with anyone ,bank
   574793 is your One Time Password for online purchase of Rs 500.00 at One97Comm_PayTM thru State Bank Debit Card ending 0016. Don't share this with anyone ,bank
   E-statement Alert:You have 524 Reward Points as on July'17 in your State Bank Rewardz A/c. Redeem for exciting products @ StateBankRewardz.com or on app goo.gl/jkxX1A T&C ,bank
"   Thanks for registering on StateBankRewardz.com . Now redeem points in your State Bank Debit Card at your own convenience, anytime, anywhere on State Bank?Rewardz?app . Download now mym.ax/bxZRQ . T&C ",bank
   Thank you for using State Bank Rewardz to recharge your mobile number 7451857800 for Rs.110.00. Your Ref. No. is CABH/FR/8030076. Download app: http://j.mp/SBIAPP ,bank
   Thank you for downloading BHIM.   Click bit.ly/2uIGgFJ to know more about BHIM. Start using BHIM now. ,bank
   You've sent Rs.110 to Prafull pandey via PhonePe from your bank a/c. ,bank
   380328 is your One Time Password for online purchase of Rs 1569.22 at PractiveOne Limited thru State Bank Debit Card ending 0016. Don't share this with anyone ,bank
"   Dear Customer, State Bank of India wishes you a Very Happy Birthday and a Great Year ahead! ",bank
"   Dear Member, your eBay Guarantee claim ID - 2985556 for PaisaPay ID - 45501452381 is now approved. We are pleased to credit the refund amount to your account (via your original mode of payment). You will see the credit within 8-10 working days. For Cash on delivery payment, update your name as per bank records and address here: http://goo.gl/XfVArw within 48 hours so that we can send Demand Draft within 10-15 working days to your registered address. Note: Demand Draft will not be processed with incomplete name/address. Thank you for using eBay. ",bank
   378375 is your One Time Password for online purchase of Rs 55.00 at PayTM thru State Bank Debit Card ending 0016. Don't share this with anyone ,bank
   057135 is your One Time Password for online purchase of Rs 1000.00 at Paytm Mobile S thru State Bank Debit Card ending 0016. Don't share this with anyone ,bank
   538449 is your One Time Password for online purchase of Rs 550.00 at MOBIKWIK thru State Bank Debit Card ending 0016. Don't share this with anyone ,bank
"   Go cashless! Dial 14444 toll-free for help with digital payments- Bhim, UPI,mobile wallet,debit card,or USSD(*99#) ",bank
   FREE Mobile Recharge! You have Rs46 (185Points)in your State Bank Rewardz a/c which can be redeemed for Mobile Recharge. Click bit.ly/2cMkjN8 to redeem!T&C ,bank
   Weekend Offer! Grab 70% Cashback on F&B Bill of Rs.300 or more by simply claiming the offer through CCD Mobile App before16JUL17. T&C Apply.http://ccdapp.in ,food
"   YOUR'S Pizza! Enjoy Thursday offer, Buy any reg pizza from divine & medium from delight category & Get same pizza free of same category. Order now 9599304063/69 ",food
"   YOUR'S Pizza! Enjoy Thursday offer, Buy any reg pizza from divine & medium from delight category & Get same pizza free of same category. Order now 9599304063/69 ",food
"   YOUR'S Pizza! Enjoy Thursday offer, Buy any reg pizza from divine & medium from delight category & Get same pizza free of same category. Order now 9599304063/69 ",food
"   For Your's Pizza Members, Get 50% Off On any pizza from Veg Delight Category. Walkin/Order 9599304069, 9599304063. ",food
   Hey!Did you forget to complete your food order on Tapzo? Here's an offer just for you :33% cashback on 1st order! Hurry!Order Now! Code : FOOD33 bit.ly/fdn21 ,food
   Add Excitement to Ur Party with Dominos; Buy 2 Medium/Large Pizzas & Get 25% OFF.WalkIn/Order@ 68886888/ goo.gl/CQThqp Cpn: CRMFD1D353D93 Valid till 09 Mar T&C ,food
   Hi ! Use up to 75 of your Sign-Up Beans on your first CCD brew this 2017& treat yourself again with the rest ! Have a coffeelicious time ! Team-CCD ,food
   CCD APP OFFER! Now enjoy 100 Bonus Beans on a spend of Rs. 250 & above by Dec 31st! Simply transact using your CCD App at your favourite cafe! T&C apply ,food
   Missed it before? Your Christmas just got merrier. Use code SANTA and get 25% cashback from foodpanda + 25% FreeCharge cashback here: https://goo.gl/zOPpMo *T&C ,food
   Uber: You've got INR 50 off your next 10 rides in Delhi NCR on uberGO and uberX until 18-09-2017. Apply promo code ridet9mk7c to redeem. http://t.uber.com/offer ,cabs
"   Dear rider, this week, POOL rides in Delhi NCR come with some very special discounted fares. Curious to know what they are? Request and find out: t.uber.com/ps8 ",cabs
"   Dear rider, uberMOTO has finally arrived in Noida and Ghaziabad! Now tap a button, hop onto a motorbike and ride around the city for as low as Rs20: t.uber/m20 ",cabs
"   Your coupon worth Rs. 50 on your first ride awaits you! Open app http://bit.ly/1olacabs and use code BOOK50. Valid on Micro, Mini & Prime. TCA ",cabs
   Get your Share Pass at just Re.1 and switch to ridesharing to make a difference. Offer valid till 31st Aug. Know More http://bit.ly/2uETGWV ,cabs
   Ready to ride? Use code BOOK50 & get Rs. 50 off on your first ride. Open app http://bit.ly/1olacabs and book now. Valid on Micro/Mini/Prime. TCA ,cabs
   Your unique verification code for Olacabs is 3489. Thank you. ,cabs
   Uber: You know you are missing out on earning by not driving with Uber. Start taking trips today by logging into the app with your username: yvarshney0707@gmail.com. Download the app at https://t.uber.com/drive-now ,cabs
   Uber: Being your own boss means choosing the hours you want to work and having freedom for the things that mean the most to you https://partners.uber.com ,cabs
   Welcome to Uber! Enter 0556 to confirm your number ,cabs
   Hey Delhi! Last few hours to self-drive without paying the security deposit. Offer ends at midnight: Book a Zoomcar right away! Drive Now - bit.ly/2oY2v7w ,cabs
"   Special offer of zero deposit! Now book a Zoomcar in Delhi without any security deposit. Hurry, limited period offer! Drive Now: bit.ly/2nhztiQ ",cabs
   Dont let strikes cancel your plans. Self-drive a Zoomcar and carpool with your friends to make the day easier! Drive Now: bit.ly/2nakOYS ,cabs
   Last few hours to book a Zoomcar without paying the usual 5K security deposit. Offer ends at midnight: Book a self-drive right away! Drive Now - bit.ly/2lc0SoH ,cabs
   Save Rs.50 daily. Get 30% cashback on cab rides twice per day. Valid only for the next 2 days. Use Code: HERO30. Book now goo.gl/6kYmOL TCA. ,cabs
   Apne doston ki gaadi Uber mein lagwaayein aur kamaayein 2500 unke 30 trip poori karne par. Aaj hi apne app ke zariye refer karein. Uber Delhi http://t.uber.com/referdelhi1 ,cabs
   Thank you for using your SBI Debit Card 519XX0016 for a purchase worth Rs60.0 on POS  470000000218923 at PayTm Mobile Solutions txn# 113215. ,online
   606114 is your One Time Password for online purchase of Rs 60.00 at PayTm Mobile Solutio thru State Bank Debit Card ending 0016. Don't share this with anyone ,online
   Thank you for using your SBI Debit Card 519XX0016 for a purchase worth Rs60.0 on POS  470000000218923 at PayTm Mobile Solutions txn# 949155. ,online
   Added Rs. 107 to your Paytm wallet. Transaction ID: 14207662110. Current Balance: 107.0. Sunday Bazaar Deals starting at Rs 39 . ,online
   Added Rs. 2569.40 to your Paytm wallet. Transaction ID: 13903565014. Current Balance: 2596.0. Upgrade to iPhone Sale http://m.p-y.tm/amp1 . ,online
   Congrats! we have credited 15 cashback points to your wallet. You could have received  0 percent more cashback at Burger King today had you booked this deal between 4 PM to 6 PM. Book deals in advance to save more. Check your points balance at http://magicpin.in/wallet ,online
   Get a BookMyShow Voucher absolutely FREE! Just upload a pic of your deodorant & get the voucher worth Rs. 50. Upload now http://bit.ly/2r9nMit ,online
   Your unutilized cashback of Rs. 200 of August has expired and has been debited from your account. Your current wallet balance is Rs. 0.00 ,online
"   Exclusive Preview of 3 Days FREE SHOPPING at CENTRAL Tomorrow.  Shop Rs6000 MRP, Pay only Rs3000 & Get Rs3000 Back as wallet credit.  Also redeem the Rs.200 Free Credit on Central Wallet. See you at CENTRAL. TnC ",online
"   One97 Communications Ltd will be transferring the Wallet business to Paytm Payments Bank Ltd on 23 May, 2017. If you wish not to continue with your Wallet with Paytm Payments Bank, you can opt out before 23 May, 2017 by sending an email to help@paytm.com ",online
   Added Rs. 50 to your Paytm wallet. Transaction ID: 10115664154. Current Balance: 50.0. Flat Rs100 CB on Movies http://m.p-y.tm/yw Click ,online
   Congrats! 6 cashback points added to your magicpin wallet. Check your points balance at magicpin://wallet ,online
   538449 is your One Time Password for online purchase of Rs 550.00 at MOBIKWIK thru State Bank Debit Card ending 0016. Don't share this with anyone ,online
   Hi Yash. It's been a while. We've gifted Rs 50 in your Yumist wallet that expires in 7 days. Enjoy the Yumist experience again @ bit.ly/gharkakhana ,online
   For all the women out there .. & the men too ;) 50% CASHBACK (upto Rs.400) on all spa & salon deals on Little App. Till 8 pm today. Hurry! http://bit.ly/2fAR1Cq ,online
   Hey!Did you forget to complete your food order on Tapzo? Here's an offer just for you :33% cashback on 1st order! Hurry!Order Now! Code : FOOD33 bit.ly/fdn21 ,online
   Last Day! Grab upto 50% off + XTRA 68% Cashback on all Things To Do deals only on Little App. Use code RDX & enjoy with friends & family https://goo.gl/cZRBKP ,online
   Exclusive cashback offer only for you!  Come back and Recharge on Tapzo to get 50% Cashback. Use code TPJAN25. Expires Today - goo.gl/uEziOM ,online
   Sunday Evening Offer!  XTRA 25% Flat OFF on all 5 Star dining deals. Use promo code DINE25 only on Little App. Bon Appetit!  http://bit.ly/2fAR1Cq ,online
"   Thank you for choosing MTicket as your booking option on BookMyShow. For easy entry at the cinema, we request you to download the MTicket image and save it in your photo gallery. http://bmsurl.co/HuWGNyoG ",online
"   Go cashless! Dial 14444 toll-free for help with digital payments- Bhim, UPI,mobile wallet,debit card,or USSD(*99#) ",online
"   Thanks for using Udio wallet by RBL Bank. wef 3 Feb'17, a fee of Rs.100 will be levied on wallets inactive for 6 months. Click to view revised T&C goo.gl/fkH7h5 ",online
   Your favourite app Helpchat is now called Tapzo! Everything's the same. Except our name. Helpchat cash is now Tapzo cash. Update now: bit.ly/Tapzo ,online
"   Congratulations! Your wallet has been rewarded Rs.100.00 as Sign Up Bonus. Future Pay is the most Convenient/Rewarding way to Shop at Big Bazaar, Ezone and Home Town ",online
"   Welcome to Oxigen Wallet.Your password is 123456. Visit www.oxigenwallet.com and start using your wallet for money transfer, recharges, bill payments and more ",online
"   Delivered: Reebok REEBOK SPEED Me... with tracking ID FMPC0155341715 from flipkart.com was delivered,  today. Click to give feedback: http://ekrt.it/IICOBNNNNN ",online
"   Out for Delivery: Reebok EXCLUSIVE RUNNE... with tracking ID FMPC0155454240 from flipkart.com, will be delivered  before 7pm today by an EKART Wish Master . Please pay Rs.1249.0 by cash or card. ",online
"   Delivery Scheduled: Reebok REEBOK SPEED Me... with tracking ID FMPC0155341715 from flipkart.com, will be delivered today. You can change your delivery preferences before it is out for delivery, here: http://ekrt.it/dCagIuuuuN ",online
   Your Amazon Prime free trial has ended. Join today at a special price of Rs.499 to continue enjoying benefits www.amazon.in/prime/ref=prex      ,online
   AirFares@ EaseMyTrip.com -Lowest Price Challenge -ZERO Convenience Fee -4 Million Happy customers -Instant Refunds^^24x7 Support Team Email: care@EaseMyTrip.com ,others
"   Win FREE holiday to Europe, Dubai & Thailand^^Use Code: LUCKYHOLIDAY while booking ur next air-ticket from EaseMyTrip^^For details: http://bit.ly/luckyhol1 ",others
   Lowest Air-Fare Challenge  Get upto Rs.2000 OFF on Air-tickets to fly before 15th Aug.  Use Code: EASEFLY  www.EaseMyTrip.com Search once before booking online. ,others
   www.EaseMyTrip.com : Lowest Fare Challenge.  Use Code: FLYNEW to Get FLAT 500/- instant discount on your flight bookings.  Hurry! Offer valid only till 6th July ,others
   Goibibo Hot Summer Sale - Upto 70% off + 20% goCash usage on Hotels. Ends in 72 hours. Book Now! http://go.ibi.bo/W1ad/mYjTqPZlWA ,others
"   Dear Yash, Rs 2000.0 is credited to your goCash a/c. Your Net goCash Balance is Rs 2000.0 as on 31 Oct 2016 11AM. Logon to Goibibo.com to pay for bookings using goCash. ",others
GENT! We are trying to contact you. Last weekends draw shows that you won a 1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
You are a winner U have been specially selected 2 receive 1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam
